tokens,words,graphemes,bytes,tokenizer,language
136,10,47,144,gpt2,tel
208,11,41,210,gpt2,tel
371,14,64,375,gpt2,tel
194,9,45,197,gpt2,tel
346,17,75,350,gpt2,tel
374,18,89,382,gpt2,tel
451,21,92,452,gpt2,tel
334,18,76,334,gpt2,tel
86,5,38,99,gpt2,tel
215,10,73,225,gpt2,tel
300,14,81,312,gpt2,tel
448,21,105,457,gpt2,tel
319,12,61,321,gpt2,tel
389,21,84,389,gpt2,tel
311,17,103,345,gpt2,tel
621,34,144,627,gpt2,tel
276,13,55,276,gpt2,tel
269,11,59,272,gpt2,tel
512,24,119,518,gpt2,tel
799,37,155,802,gpt2,tel
292,12,60,295,gpt2,tel
301,14,67,301,gpt2,tel
489,22,91,494,gpt2,tel
483,22,99,483,gpt2,tel
472,19,90,472,gpt2,tel
618,29,125,619,gpt2,tel
322,17,75,327,gpt2,tel
423,23,110,438,gpt2,tel
202,12,50,206,gpt2,tel
349,22,121,397,gpt2,tel
329,14,62,329,gpt2,tel
261,9,46,261,gpt2,tel
266,13,55,266,gpt2,tel
423,20,87,423,gpt2,tel
195,9,39,195,gpt2,tel
210,13,50,213,gpt2,tel
358,17,83,363,gpt2,tel
428,19,91,431,gpt2,tel
224,11,45,224,gpt2,tel
388,14,72,391,gpt2,tel
376,17,72,376,gpt2,tel
342,16,73,344,gpt2,tel
183,9,37,183,gpt2,tel
224,13,50,226,gpt2,tel
350,18,78,353,gpt2,tel
280,18,65,280,gpt2,tel
167,8,36,167,gpt2,tel
221,11,44,223,gpt2,tel
317,17,81,329,gpt2,tel
261,12,54,267,gpt2,tel
280,17,69,290,gpt2,tel
189,11,45,194,gpt2,tel
172,9,45,180,gpt2,tel
247,12,50,247,gpt2,tel
410,20,86,410,gpt2,tel
136,6,29,136,gpt2,tel
340,18,79,345,gpt2,tel
237,14,53,237,gpt2,tel
462,23,90,462,gpt2,tel
403,17,83,407,gpt2,tel
350,14,67,351,gpt2,tel
246,10,48,246,gpt2,tel
414,21,88,414,gpt2,tel
351,17,75,351,gpt2,tel
309,16,66,313,gpt2,tel
199,10,46,203,gpt2,tel
323,18,69,324,gpt2,tel
147,8,35,147,gpt2,tel
281,16,70,284,gpt2,tel
786,41,182,793,gpt2,tel
437,22,104,452,gpt2,tel
312,15,61,312,gpt2,tel
413,21,86,415,gpt2,tel
235,14,56,241,gpt2,tel
424,17,77,424,gpt2,tel
124,7,29,125,gpt2,tel
167,10,40,168,gpt2,tel
427,22,94,432,gpt2,tel
342,15,72,342,gpt2,tel
371,14,75,371,gpt2,tel
274,12,58,274,gpt2,tel
332,14,68,335,gpt2,tel
321,17,67,321,gpt2,tel
311,16,64,311,gpt2,tel
119,7,25,119,gpt2,tel
274,12,54,275,gpt2,tel
387,16,71,388,gpt2,tel
465,25,115,479,gpt2,tel
367,17,73,369,gpt2,tel
405,22,86,407,gpt2,tel
275,13,52,277,gpt2,tel
257,13,57,261,gpt2,tel
330,14,65,330,gpt2,tel
482,23,98,482,gpt2,tel
208,10,46,212,gpt2,tel
238,10,55,248,gpt2,tel
362,22,91,367,gpt2,tel
753,42,181,765,gpt2,tel
483,24,100,488,gpt2,tel
243,11,48,243,gpt2,tel
499,24,106,508,gpt2,tel
255,14,55,255,gpt2,tel
247,10,51,247,gpt2,tel
214,8,40,214,gpt2,tel
102,6,23,103,gpt2,tel
315,15,64,315,gpt2,tel
189,9,36,189,gpt2,tel
190,8,36,190,gpt2,tel
212,11,46,212,gpt2,tel
381,18,77,382,gpt2,tel
431,20,87,433,gpt2,tel
355,17,109,389,gpt2,tel
350,16,71,350,gpt2,tel
358,15,74,364,gpt2,tel
285,15,67,285,gpt2,tel
514,21,109,519,gpt2,tel
437,17,85,438,gpt2,tel
490,20,99,495,gpt2,tel
478,26,107,481,gpt2,tel
302,14,63,305,gpt2,tel
137,10,47,148,gpt2,tel
394,18,82,396,gpt2,tel
244,12,63,251,gpt2,tel
255,11,55,259,gpt2,tel
325,18,76,331,gpt2,tel
297,15,75,302,gpt2,tel
326,17,89,340,gpt2,tel
227,8,52,232,gpt2,tel
159,12,62,176,gpt2,tel
273,12,51,273,gpt2,tel
192,9,40,192,gpt2,tel
324,15,64,324,gpt2,tel
142,7,31,145,gpt2,tel
248,11,51,249,gpt2,tel
200,12,53,210,gpt2,tel
334,17,73,334,gpt2,tel
206,8,37,206,gpt2,tel
277,13,60,281,gpt2,tel
286,12,56,286,gpt2,tel
347,14,70,348,gpt2,tel
325,15,68,333,gpt2,tel
148,7,29,148,gpt2,tel
492,24,106,497,gpt2,tel
479,22,113,494,gpt2,tel
316,19,82,327,gpt2,tel
530,24,109,535,gpt2,tel
360,18,77,364,gpt2,tel
464,22,97,468,gpt2,tel
466,27,113,478,gpt2,tel
253,10,58,253,gpt2,tel
410,22,117,438,gpt2,tel
363,18,77,363,gpt2,tel
392,17,83,393,gpt2,tel
414,17,76,414,gpt2,tel
330,20,77,332,gpt2,tel
185,9,43,189,gpt2,tel
150,8,37,153,gpt2,tel
503,26,101,503,gpt2,tel
689,25,133,689,gpt2,tel
404,19,83,406,gpt2,tel
321,15,69,321,gpt2,tel
315,15,63,315,gpt2,tel
968,43,193,968,gpt2,tel
215,10,46,215,gpt2,tel
340,16,71,340,gpt2,tel
600,27,134,605,gpt2,tel
255,14,57,257,gpt2,tel
224,13,50,225,gpt2,tel
258,14,59,261,gpt2,tel
342,15,71,349,gpt2,tel
215,12,50,215,gpt2,tel
329,19,74,329,gpt2,tel
349,16,75,349,gpt2,tel
301,13,64,301,gpt2,tel
527,24,111,527,gpt2,tel
245,13,53,245,gpt2,tel
299,13,59,299,gpt2,tel
456,16,85,456,gpt2,tel
272,14,59,275,gpt2,tel
314,16,69,314,gpt2,tel
182,10,44,182,gpt2,tel
281,17,59,281,gpt2,tel
375,20,83,376,gpt2,tel
229,12,50,229,gpt2,tel
237,11,45,237,gpt2,tel
240,15,58,242,gpt2,tel
335,16,74,335,gpt2,tel
489,27,105,490,gpt2,tel
350,20,82,352,gpt2,tel
294,14,64,295,gpt2,tel
244,14,52,244,gpt2,tel
471,21,104,471,gpt2,tel
344,15,75,345,gpt2,tel
445,24,102,445,gpt2,tel
657,36,147,659,gpt2,tel
520,27,116,520,gpt2,tel
205,12,51,205,gpt2,tel
410,18,86,410,gpt2,tel
326,17,74,326,gpt2,tel
429,21,91,429,gpt2,tel
368,16,80,372,gpt2,tel
276,11,62,276,gpt2,tel
423,22,89,423,gpt2,tel
227,14,73,240,gpt2,tel
461,25,107,463,gpt2,tel
442,26,104,442,gpt2,tel
236,16,61,239,gpt2,tel
493,26,112,494,gpt2,tel
324,15,69,324,gpt2,tel
291,14,67,291,gpt2,tel
382,21,89,382,gpt2,tel
295,15,72,295,gpt2,tel
311,13,66,311,gpt2,tel
323,16,71,323,gpt2,tel
306,12,59,306,gpt2,tel
136,7,28,136,gpt2,tel
177,8,35,177,gpt2,tel
139,7,34,139,gpt2,tel
292,14,59,292,gpt2,tel
158,10,46,161,gpt2,tel
646,32,129,646,gpt2,tel
233,10,48,233,gpt2,tel
411,18,84,412,gpt2,tel
297,14,62,297,gpt2,tel
172,13,44,172,gpt2,tel
381,18,91,390,gpt2,tel
436,26,114,456,gpt2,tel
146,7,33,146,gpt2,tel
321,15,59,321,gpt2,tel
348,17,93,361,gpt2,tel
265,14,75,278,gpt2,tel
340,16,65,342,gpt2,tel
275,16,70,275,gpt2,tel
545,28,122,547,gpt2,tel
453,17,87,453,gpt2,tel
320,13,72,320,gpt2,tel
383,18,81,383,gpt2,tel
345,15,72,345,gpt2,tel
216,11,44,216,gpt2,tel
340,15,70,340,gpt2,tel
385,23,96,393,gpt2,tel
383,18,83,386,gpt2,tel
352,15,70,352,gpt2,tel
269,14,63,275,gpt2,tel
283,14,78,293,gpt2,tel
280,15,60,281,gpt2,tel
591,28,126,593,gpt2,tel
439,23,102,451,gpt2,tel
527,25,130,540,gpt2,tel
133,18,95,186,gpt2,tel
310,13,63,310,gpt2,tel
240,11,52,243,gpt2,tel
333,18,78,336,gpt2,tel
379,18,75,379,gpt2,tel
141,9,44,149,gpt2,tel
318,16,67,321,gpt2,tel
292,15,68,297,gpt2,tel
354,17,77,354,gpt2,tel
365,17,80,367,gpt2,tel
223,12,64,237,gpt2,tel
286,13,60,287,gpt2,tel
230,11,46,230,gpt2,tel
381,16,78,381,gpt2,tel
429,20,83,430,gpt2,tel
211,7,43,211,gpt2,tel
585,25,128,586,gpt2,tel
398,17,81,398,gpt2,tel
330,14,67,330,gpt2,tel
226,13,57,229,gpt2,tel
363,16,75,363,gpt2,tel
314,12,61,317,gpt2,tel
368,21,86,373,gpt2,tel
399,23,90,399,gpt2,tel
507,25,110,509,gpt2,tel
237,12,52,237,gpt2,tel
382,19,84,387,gpt2,tel
574,26,117,574,gpt2,tel
392,17,80,392,gpt2,tel
292,16,66,292,gpt2,tel
244,13,53,244,gpt2,tel
476,25,119,486,gpt2,tel
253,12,51,253,gpt2,tel
282,15,61,283,gpt2,tel
349,19,80,349,gpt2,tel
484,25,109,484,gpt2,tel
107,9,43,121,gpt2,tel
359,16,74,359,gpt2,tel
516,26,115,524,gpt2,tel
410,18,85,410,gpt2,tel
336,18,79,344,gpt2,tel
416,27,94,417,gpt2,tel
424,21,86,424,gpt2,tel
464,23,95,464,gpt2,tel
627,33,148,638,gpt2,tel
344,17,70,345,gpt2,tel
220,13,51,220,gpt2,tel
289,15,67,289,gpt2,tel
195,11,60,213,gpt2,tel
499,23,95,499,gpt2,tel
306,16,76,312,gpt2,tel
276,11,52,276,gpt2,tel
305,19,87,320,gpt2,tel
279,16,66,283,gpt2,tel
646,33,139,646,gpt2,tel
730,30,151,733,gpt2,tel
226,10,49,226,gpt2,tel
459,19,86,459,gpt2,tel
455,22,104,455,gpt2,tel
299,14,61,299,gpt2,tel
650,29,139,650,gpt2,tel
381,13,74,383,gpt2,tel
287,17,71,294,gpt2,tel
439,25,104,450,gpt2,tel
246,12,49,246,gpt2,tel
175,13,52,185,gpt2,tel
202,7,35,202,gpt2,tel
272,14,64,276,gpt2,tel
609,27,132,609,gpt2,tel
343,15,75,343,gpt2,tel
469,22,101,469,gpt2,tel
345,15,70,345,gpt2,tel
405,20,84,405,gpt2,tel
268,13,57,269,gpt2,tel
324,14,74,324,gpt2,tel
350,18,78,350,gpt2,tel
786,29,162,786,gpt2,tel
840,35,170,846,gpt2,tel
291,12,59,291,gpt2,tel
267,11,57,267,gpt2,tel
529,22,108,530,gpt2,tel
397,18,83,397,gpt2,tel
539,25,108,539,gpt2,tel
412,25,126,440,gpt2,tel
546,20,104,546,gpt2,tel
284,15,63,284,gpt2,tel
244,13,54,244,gpt2,tel
189,10,45,193,gpt2,tel
344,15,72,344,gpt2,tel
199,10,40,199,gpt2,tel
186,8,40,186,gpt2,tel
242,11,49,242,gpt2,tel
297,13,81,310,gpt2,tel
450,19,102,464,gpt2,tel
407,17,82,407,gpt2,tel
302,13,59,302,gpt2,tel
489,24,101,489,gpt2,tel
339,15,69,339,gpt2,tel
287,12,61,287,gpt2,tel
314,13,58,314,gpt2,tel
300,13,62,301,gpt2,tel
378,19,85,378,gpt2,tel
260,13,70,260,gpt2,tel
359,18,79,359,gpt2,tel
446,21,98,447,gpt2,tel
429,21,99,433,gpt2,tel
347,17,75,352,gpt2,tel
406,16,76,406,gpt2,tel
467,24,100,467,gpt2,tel
356,20,89,363,gpt2,tel
291,15,62,291,gpt2,tel
387,20,78,387,gpt2,tel
300,14,60,300,gpt2,tel
350,18,76,350,gpt2,tel
313,14,64,313,gpt2,tel
346,15,70,346,gpt2,tel
486,19,95,486,gpt2,tel
507,24,113,514,gpt2,tel
336,14,63,336,gpt2,tel
490,20,105,492,gpt2,tel
364,17,83,368,gpt2,tel
938,42,199,943,gpt2,tel
391,17,89,391,gpt2,tel
521,26,114,521,gpt2,tel
547,22,115,551,gpt2,tel
291,13,62,293,gpt2,tel
330,16,71,330,gpt2,tel
313,14,67,317,gpt2,tel
314,13,63,314,gpt2,tel
592,30,132,592,gpt2,tel
148,6,27,149,gpt2,tel
471,23,100,471,gpt2,tel
432,19,88,432,gpt2,tel
248,13,55,248,gpt2,tel
262,13,59,265,gpt2,tel
408,22,95,410,gpt2,tel
178,7,36,178,gpt2,tel
415,20,122,439,gpt2,tel
490,20,101,490,gpt2,tel
459,20,93,459,gpt2,tel
412,20,91,412,gpt2,tel
635,30,125,638,gpt2,tel
178,12,75,205,gpt2,tel
374,16,73,377,gpt2,tel
361,20,84,368,gpt2,tel
313,18,72,315,gpt2,tel
343,14,73,343,gpt2,tel
194,10,45,194,gpt2,tel
199,10,41,199,gpt2,tel
286,16,64,286,gpt2,tel
320,15,67,321,gpt2,tel
434,24,99,436,gpt2,tel
395,18,86,395,gpt2,tel
298,15,70,298,gpt2,tel
154,10,37,154,gpt2,tel
225,12,51,225,gpt2,tel
311,16,70,311,gpt2,tel
523,24,107,523,gpt2,tel
441,21,99,448,gpt2,tel
292,15,65,292,gpt2,tel
218,11,48,220,gpt2,tel
283,15,56,283,gpt2,tel
168,9,36,168,gpt2,tel
355,14,70,355,gpt2,tel
453,20,86,453,gpt2,tel
558,23,124,558,gpt2,tel
303,12,55,303,gpt2,tel
253,10,48,253,gpt2,tel
265,11,48,265,gpt2,tel
390,18,85,390,gpt2,tel
437,19,94,437,gpt2,tel
312,14,63,312,gpt2,tel
190,13,59,202,gpt2,tel
233,12,64,247,gpt2,tel
386,22,81,386,gpt2,tel
562,26,120,562,gpt2,tel
338,14,74,338,gpt2,tel
392,16,78,392,gpt2,tel
440,19,98,440,gpt2,tel
233,10,50,233,gpt2,tel
290,16,65,290,gpt2,tel
366,17,73,368,gpt2,tel
486,21,99,486,gpt2,tel
378,17,75,378,gpt2,tel
312,15,64,312,gpt2,tel
495,21,104,495,gpt2,tel
478,25,98,478,gpt2,tel
319,14,65,320,gpt2,tel
450,17,87,450,gpt2,tel
340,18,80,343,gpt2,tel
231,12,53,231,gpt2,tel
474,19,102,474,gpt2,tel
221,11,48,221,gpt2,tel
284,11,56,284,gpt2,tel
173,10,41,173,gpt2,tel
260,11,47,260,gpt2,tel
481,24,101,482,gpt2,tel
208,8,43,208,gpt2,tel
301,17,70,302,gpt2,tel
163,9,36,163,gpt2,tel
214,13,49,216,gpt2,tel
221,14,60,228,gpt2,tel
404,17,82,404,gpt2,tel
373,18,79,373,gpt2,tel
264,17,64,267,gpt2,tel
216,10,48,217,gpt2,tel
364,18,81,364,gpt2,tel
116,6,26,117,gpt2,tel
516,27,118,516,gpt2,tel
465,21,97,465,gpt2,tel
518,26,113,519,gpt2,tel
318,14,65,318,gpt2,tel
255,12,54,255,gpt2,tel
210,11,46,210,gpt2,tel
314,16,68,314,gpt2,tel
229,11,49,231,gpt2,tel
178,9,37,178,gpt2,tel
225,10,47,225,gpt2,tel
305,12,55,307,gpt2,tel
204,9,41,204,gpt2,tel
346,15,64,346,gpt2,tel
331,18,69,331,gpt2,tel
324,16,64,324,gpt2,tel
233,12,47,233,gpt2,tel
229,15,60,239,gpt2,tel
162,9,33,162,gpt2,tel
277,15,60,277,gpt2,tel
363,15,71,363,gpt2,tel
389,14,76,389,gpt2,tel
539,26,107,539,gpt2,tel
269,16,71,282,gpt2,tel
569,24,122,574,gpt2,tel
490,21,107,490,gpt2,tel
453,22,90,453,gpt2,tel
184,9,38,184,gpt2,tel
205,10,46,205,gpt2,tel
267,14,54,267,gpt2,tel
242,11,48,242,gpt2,tel
537,26,111,537,gpt2,tel
251,18,90,273,gpt2,tel
332,14,67,336,gpt2,tel
466,21,101,466,gpt2,tel
425,19,89,425,gpt2,tel
411,16,84,411,gpt2,tel
376,15,74,376,gpt2,tel
296,12,65,300,gpt2,tel
492,19,94,492,gpt2,tel
248,11,51,248,gpt2,tel
502,25,113,502,gpt2,tel
362,16,75,362,gpt2,tel
403,19,95,403,gpt2,tel
501,26,111,504,gpt2,tel
269,13,64,270,gpt2,tel
381,17,85,381,gpt2,tel
311,13,63,311,gpt2,tel
494,20,100,496,gpt2,tel
431,19,90,431,gpt2,tel
524,20,96,524,gpt2,tel
428,20,86,428,gpt2,tel
738,30,149,744,gpt2,tel
551,23,107,551,gpt2,tel
401,16,83,401,gpt2,tel
567,24,128,583,gpt2,tel
375,14,69,375,gpt2,tel
904,34,192,917,gpt2,tel
438,20,94,438,gpt2,tel
332,16,70,332,gpt2,tel
270,13,55,271,gpt2,tel
283,15,63,283,gpt2,tel
294,14,66,295,gpt2,tel
201,9,36,201,gpt2,tel
221,10,50,221,gpt2,tel
356,20,74,356,gpt2,tel
294,14,59,294,gpt2,tel
412,17,84,413,gpt2,tel
259,12,52,259,gpt2,tel
300,14,60,300,gpt2,tel
162,8,39,164,gpt2,tel
417,18,94,417,gpt2,tel
383,18,86,386,gpt2,tel
446,18,91,448,gpt2,tel
356,19,78,359,gpt2,tel
402,17,78,402,gpt2,tel
201,10,54,209,gpt2,tel
442,20,92,442,gpt2,tel
200,13,55,206,gpt2,tel
349,17,72,352,gpt2,tel
442,19,91,443,gpt2,tel
343,15,66,343,gpt2,tel
349,17,77,354,gpt2,tel
246,12,69,256,gpt2,tel
303,16,66,303,gpt2,tel
269,15,63,272,gpt2,tel
190,15,64,208,gpt2,tel
319,17,74,319,gpt2,tel
392,19,85,394,gpt2,tel
335,16,79,345,gpt2,tel
320,13,77,326,gpt2,tel
261,14,56,261,gpt2,tel
381,18,76,381,gpt2,tel
292,16,59,292,gpt2,tel
377,20,78,377,gpt2,tel
265,15,58,265,gpt2,tel
327,18,69,327,gpt2,tel
440,21,94,440,gpt2,tel
395,20,85,400,gpt2,tel
338,15,77,346,gpt2,tel
331,19,79,332,gpt2,tel
268,14,65,274,gpt2,tel
378,21,96,389,gpt2,tel
450,22,112,457,gpt2,tel
270,14,57,270,gpt2,tel
363,17,74,363,gpt2,tel
331,19,85,339,gpt2,tel
446,21,100,446,gpt2,tel
311,21,77,318,gpt2,tel
310,18,75,321,gpt2,tel
317,14,61,321,gpt2,tel
399,17,77,399,gpt2,tel
412,21,92,412,gpt2,tel
441,21,105,449,gpt2,tel
183,6,34,183,gpt2,tel
296,14,62,298,gpt2,tel
246,9,45,246,gpt2,tel
243,10,45,244,gpt2,tel
225,12,48,225,gpt2,tel
334,18,69,334,gpt2,tel
161,13,69,183,gpt2,tel
272,13,49,274,gpt2,tel
398,17,71,398,gpt2,tel
624,24,121,624,gpt2,tel
317,13,57,317,gpt2,tel
340,13,65,340,gpt2,tel
252,13,69,262,gpt2,tel
529,24,107,530,gpt2,tel
279,14,67,286,gpt2,tel
359,16,80,359,gpt2,tel
387,21,93,392,gpt2,tel
284,15,67,284,gpt2,tel
466,22,108,466,gpt2,tel
469,19,107,469,gpt2,tel
234,15,60,238,gpt2,tel
191,11,51,199,gpt2,tel
378,16,81,382,gpt2,tel
273,13,59,276,gpt2,tel
398,20,86,401,gpt2,tel
293,16,69,303,gpt2,tel
429,19,88,432,gpt2,tel
282,17,65,282,gpt2,tel
386,17,72,390,gpt2,tel
297,14,63,298,gpt2,tel
382,23,105,399,gpt2,tel
252,11,45,252,gpt2,tel
275,13,62,275,gpt2,tel
401,22,91,407,gpt2,tel
252,11,52,252,gpt2,tel
347,17,78,349,gpt2,tel
262,11,62,262,gpt2,tel
420,25,99,423,gpt2,tel
338,18,74,338,gpt2,tel
345,17,70,345,gpt2,tel
319,13,62,319,gpt2,tel
453,23,89,453,gpt2,tel
450,22,86,451,gpt2,tel
431,24,102,432,gpt2,tel
252,14,57,252,gpt2,tel
469,22,96,470,gpt2,tel
323,16,68,323,gpt2,tel
310,12,59,310,gpt2,tel
196,10,39,196,gpt2,tel
448,23,95,448,gpt2,tel
388,17,82,389,gpt2,tel
529,23,111,529,gpt2,tel
466,19,97,467,gpt2,tel
429,21,96,429,gpt2,tel
425,19,86,425,gpt2,tel
343,18,68,343,gpt2,tel
259,12,53,259,gpt2,tel
272,15,63,272,gpt2,tel
334,17,71,334,gpt2,tel
260,11,54,260,gpt2,tel
373,17,78,373,gpt2,tel
399,18,85,399,gpt2,tel
283,11,57,284,gpt2,tel
333,21,91,344,gpt2,tel
314,16,69,321,gpt2,tel
284,16,62,288,gpt2,tel
361,18,81,365,gpt2,tel
386,19,87,390,gpt2,tel
239,14,71,249,gpt2,tel
400,20,83,400,gpt2,tel
383,19,79,384,gpt2,tel
338,15,73,340,gpt2,tel
298,12,56,298,gpt2,tel
259,12,51,259,gpt2,tel
470,24,104,470,gpt2,tel
206,10,44,206,gpt2,tel
480,19,86,480,gpt2,tel
404,19,89,404,gpt2,tel
331,15,64,331,gpt2,tel
412,18,81,413,gpt2,tel
328,20,117,368,gpt2,tel
468,24,102,468,gpt2,tel
437,26,119,454,gpt2,tel
279,14,64,279,gpt2,tel
391,19,81,391,gpt2,tel
346,15,65,346,gpt2,tel
379,22,88,381,gpt2,tel
338,17,80,350,gpt2,tel
283,15,67,283,gpt2,tel
138,9,38,145,gpt2,tel
523,22,112,523,gpt2,tel
321,16,76,324,gpt2,tel
330,19,71,330,gpt2,tel
535,26,119,536,gpt2,tel
187,10,39,187,gpt2,tel
323,16,69,323,gpt2,tel
524,20,100,526,gpt2,tel
246,15,57,247,gpt2,tel
469,24,100,469,gpt2,tel
429,25,94,430,gpt2,tel
484,21,94,484,gpt2,tel
449,21,84,449,gpt2,tel
487,23,103,490,gpt2,tel
206,13,48,211,gpt2,tel
432,19,89,440,gpt2,tel
300,15,53,302,gpt2,tel
506,25,108,506,gpt2,tel
168,9,35,168,gpt2,tel
663,34,132,664,gpt2,tel
545,26,110,545,gpt2,tel
156,8,32,156,gpt2,tel
316,18,66,316,gpt2,tel
400,23,92,401,gpt2,tel
419,19,87,422,gpt2,tel
319,15,69,319,gpt2,tel
329,14,69,329,gpt2,tel
369,20,84,369,gpt2,tel
460,26,101,460,gpt2,tel
297,14,62,297,gpt2,tel
644,28,149,653,gpt2,tel
367,18,71,367,gpt2,tel
339,17,74,339,gpt2,tel
308,12,64,308,gpt2,tel
270,12,56,270,gpt2,tel
359,16,79,359,gpt2,tel
443,21,101,443,gpt2,tel
337,14,74,337,gpt2,tel
375,19,90,375,gpt2,tel
273,12,56,273,gpt2,tel
452,19,88,452,gpt2,tel
228,9,42,228,gpt2,tel
226,13,73,250,gpt2,tel
299,13,63,299,gpt2,tel
331,19,74,332,gpt2,tel
327,13,74,327,gpt2,tel
428,15,83,429,gpt2,tel
390,22,85,391,gpt2,tel
258,12,51,258,gpt2,tel
256,15,62,261,gpt2,tel
306,15,61,306,gpt2,tel
288,17,65,288,gpt2,tel
417,22,87,417,gpt2,tel
307,13,63,307,gpt2,tel
215,13,50,215,gpt2,tel
379,20,82,379,gpt2,tel
332,18,71,334,gpt2,tel
342,15,69,342,gpt2,tel
371,18,74,371,gpt2,tel
378,17,81,378,gpt2,tel
240,12,54,240,gpt2,tel
252,14,56,252,gpt2,tel
275,13,55,275,gpt2,tel
325,19,72,326,gpt2,tel
182,10,38,182,gpt2,tel
215,8,42,215,gpt2,tel
361,19,88,367,gpt2,tel
352,15,68,355,gpt2,tel
371,15,71,371,gpt2,tel
296,13,55,296,gpt2,tel
463,18,93,466,gpt2,tel
355,21,79,360,gpt2,tel
247,13,54,247,gpt2,tel
417,26,93,417,gpt2,tel
296,14,62,298,gpt2,tel
271,13,56,272,gpt2,tel
279,11,52,279,gpt2,tel
446,18,91,446,gpt2,tel
380,19,78,380,gpt2,tel
195,9,38,195,gpt2,tel
364,19,82,368,gpt2,tel
125,7,27,125,gpt2,tel
300,17,70,300,gpt2,tel
238,14,56,245,gpt2,tel
360,17,77,364,gpt2,tel
182,11,66,206,gpt2,tel
314,14,58,314,gpt2,tel
277,15,66,281,gpt2,tel
462,25,102,464,gpt2,tel
458,22,103,458,gpt2,tel
315,17,70,315,gpt2,tel
349,17,87,349,gpt2,tel
509,23,106,509,gpt2,tel
308,17,68,308,gpt2,tel
354,17,71,354,gpt2,tel
379,18,81,379,gpt2,tel
446,26,105,448,gpt2,tel
444,24,98,445,gpt2,tel
297,16,63,299,gpt2,tel
548,26,112,548,gpt2,tel
246,10,51,246,gpt2,tel
151,7,32,151,gpt2,tel
495,26,104,500,gpt2,tel
264,12,56,265,gpt2,tel
148,6,27,148,gpt2,tel
350,19,85,354,gpt2,tel
428,23,92,428,gpt2,tel
689,32,150,691,gpt2,tel
313,14,61,314,gpt2,tel
216,9,42,216,gpt2,tel
159,9,36,159,gpt2,tel
561,27,123,561,gpt2,tel
223,12,46,226,gpt2,tel
382,15,81,383,gpt2,tel
339,14,68,339,gpt2,tel
466,23,108,466,gpt2,tel
256,14,70,270,gpt2,tel
231,12,44,231,gpt2,tel
476,21,100,476,gpt2,tel
310,15,64,310,gpt2,tel
242,10,51,242,gpt2,tel
514,24,111,515,gpt2,tel
204,9,44,205,gpt2,tel
530,26,135,543,gpt2,tel
243,11,48,243,gpt2,tel
382,22,99,392,gpt2,tel
321,17,71,321,gpt2,tel
169,10,36,169,gpt2,tel
425,20,92,427,gpt2,tel
283,12,55,283,gpt2,tel
569,26,115,569,gpt2,tel
187,9,37,187,gpt2,tel
584,30,126,584,gpt2,tel
467,21,101,470,gpt2,tel
413,23,92,413,gpt2,tel
302,17,66,306,gpt2,tel
208,10,40,208,gpt2,tel
440,22,100,440,gpt2,tel
236,11,55,237,gpt2,tel
314,17,70,316,gpt2,tel
179,14,68,198,gpt2,tel
200,8,41,200,gpt2,tel
432,19,94,432,gpt2,tel
211,9,40,211,gpt2,tel
356,15,69,356,gpt2,tel
269,11,58,269,gpt2,tel
363,19,77,363,gpt2,tel
319,13,69,319,gpt2,tel
244,13,51,245,gpt2,tel
175,10,37,175,gpt2,tel
373,20,78,373,gpt2,tel
342,14,69,342,gpt2,tel
330,12,69,334,gpt2,tel
389,18,84,389,gpt2,tel
499,25,112,504,gpt2,tel
376,18,77,376,gpt2,tel
312,14,59,312,gpt2,tel
164,7,34,166,gpt2,tel
420,22,102,420,gpt2,tel
220,10,43,220,gpt2,tel
345,17,73,345,gpt2,tel
385,13,69,385,gpt2,tel
222,12,47,222,gpt2,tel
320,16,65,320,gpt2,tel
534,20,99,534,gpt2,tel
232,11,49,232,gpt2,tel
310,16,67,310,gpt2,tel
348,15,74,349,gpt2,tel
393,17,80,395,gpt2,tel
257,13,56,257,gpt2,tel
330,16,72,330,gpt2,tel
306,13,62,306,gpt2,tel
325,17,69,325,gpt2,tel
270,13,55,271,gpt2,tel
199,10,43,199,gpt2,tel
25,15,88,88,muril,eng
45,36,225,225,muril,eng
31,28,166,166,muril,eng
59,50,315,315,muril,eng
40,29,175,175,muril,eng
33,20,130,130,muril,eng
10,8,35,35,muril,eng
25,21,128,128,muril,eng
15,10,67,67,muril,eng
15,12,81,81,muril,eng
27,24,166,166,muril,eng
29,23,150,150,muril,eng
31,24,133,133,muril,eng
31,28,175,175,muril,eng
43,33,213,213,muril,eng
46,39,254,254,muril,eng
40,34,195,197,muril,eng
27,18,117,117,muril,eng
30,24,157,157,muril,eng
58,42,275,277,muril,eng
19,14,95,95,muril,eng
14,11,79,79,muril,eng
34,22,187,187,muril,eng
40,31,191,193,muril,eng
28,24,151,151,muril,eng
22,16,107,108,muril,eng
25,19,131,131,muril,eng
33,27,190,190,muril,eng
29,16,109,109,muril,eng
13,12,69,69,muril,eng
50,40,251,255,muril,eng
52,42,253,253,muril,eng
32,24,136,136,muril,eng
30,23,152,152,muril,eng
14,11,72,72,muril,eng
18,14,91,91,muril,eng
40,34,190,190,muril,eng
26,19,115,115,muril,eng
20,15,91,91,muril,eng
14,10,60,60,muril,eng
25,21,112,112,muril,eng
24,11,72,72,muril,eng
34,21,128,128,muril,eng
28,19,128,128,muril,eng
27,22,120,120,muril,eng
